placeid,lat,lon,opened_sunday,State,city,elevation,population,nearest_hotel,nearest_railstation
ChIJUf69DFPJuEcRy2IQ4l1juUA,51.2371,6.85644,0,NW,"Düsseldorf, Stadt",56,47815,367.940796412,1904.5407449
ChIJv-UcW666uEcR9lnObwBnMcE,51.33911,6.57461,0,NW,"Krefeld, Stadt",42,30296,897.052269736,1529.83768185
ChIJvReZ_7XCuEcRrwTSNXxg2Lc,51.450601,7.0126591,1,NW,"Essen, Stadt",43,171000,123.266060406,1316.61579389
ChIJW276DukZuUcRAJC3c18oFQk,51.5140074,7.4489573,0,NW,"Dortmund, Stadt",119,101247,444.069777793,1830.76481076
ChIJAV8ih6dcuUcRxD5JLaFaOu0,51.33622,7.86792,0,NW,Märkischer Kreis,237,12281,20508.0610226,1892.15840049
ChIJQePiSgPnuEcRCdw01pX_21U,51.506714,7.1003841,0,NW,"Gelsenkirchen, Stadt",68,65306,68.146821402,1742.07241803
ChIJh_VaojsYuUcRwvEqs8Tcn-w,51.4752239,7.4391548,0,NW,"Dortmund, Stadt",119,101247,2194.47867615,580.06174104
ChIJ-2k16trcuEcRWGtm_owGuKk,51.42193,7.02769,0,NW,"Essen, Stadt",245,87669,1601.44526069,316.294743747
ChIJ-W7ONX87uUcR2l0qplhN7bQ,51.35574,7.47664,0,NW,"Hagen, Stadt",114,25618,685.395101046,453.17023425
ChIJ_3uTG_EZuUcRW-Os144vVVg,51.5254834,7.4509773,0,NW,"Dortmund, Stadt",75,4176,328.975321788,2611.25155062
ChIJheawdmI7uUcRSWNYjKPSHHU,51.3612482,7.4615038,0,NW,"Hagen, Stadt",114,25618,247.878898327,199.97572447
ChIJ7y90N-Q8uUcR_sRbu7VTdTQ,51.3960911,7.4703607,0,NW,"Hagen, Stadt",114,25618,3356.12736794,504.600803228
ChIJsSHw5mEXuUcRgcL1GsjyPA0,51.5051732,7.4650735,0,NW,"Dortmund, Stadt",124,50399,581.284012357,1119.17754107
ChIJt5w4q5oWuUcRwM0Uv-JSoE0,51.49347,7.55644,0,NW,"Dortmund, Stadt",124,50399,1193.31802636,505.679558687
ChIJLQIbw4dFuUcRo4jDBQXehZM,51.2592799,7.76336,0,NW,Märkischer Kreis,201,20366,11558.2855224,8750.87784557
ChIJweKneAgXuUcRtiKwI_dWDKY,51.4880467,7.4998334,0,NW,"Dortmund, Stadt",124,50399,1871.11657244,2595.40177376
ChIJUbCpfZo8uUcRl0RFU5C70oE,51.37157,7.46554,0,NW,"Hagen, Stadt",114,25618,1198.49356423,1009.71677398
ChIJp38rRfgVuUcR1BmLFu4cbFs,51.44127,7.56647,0,NW,Unna,124,50399,5741.95325261,1519.5041811
ChIJofVUZywjuUcRbEctCx8AMMc,51.39933,7.43199,0,NW,Ennepe-Ruhr-Kreis,114,25618,4311.5435295,2407.67848461
ChIJAazp0yxCuUcRO5dA5Bp0tHg,51.38423,7.76633,0,NW,Märkischer Kreis,215,37502,17069.0967444,2113.93661471
ChIJi1BUJBgguUcR-5pj2V9w3FA,51.4487835,7.258586,0,NW,"Bochum, Stadt",119,101247,3269.3535314,3131.79091207
ChIJnfvuAssWuUcRlhHBaRc55gA,51.52296,7.54758,0,NW,"Dortmund, Stadt",75,4176,1454.70618208,417.584315536
ChIJb99y-WYUuUcRUU56H-4E5j8,51.5028626,7.6159441,0,NW,Unna,124,50399,2166.09830277,2059.41644058
ChIJd3fkR0s7uUcR59Rdjss64QE,51.3471548,7.4231989,0,NW,"Hagen, Stadt",126,29146,3276.30136892,607.549602395
ChIJyzi4oXYiuUcRfZWLtsUJM1k,51.4476299,7.37604,0,NW,Ennepe-Ruhr-Kreis,119,101247,2968.79399284,22.1502463952
ChIJx1LTKksTuUcRayt8rD7p0Xk,51.53607,7.69086,0,NW,Unna,65,45927,314.811173918,2000.43306622
ChIJX2S05OQfuUcRg2MZU4pXa34,51.47211,7.24977,0,NW,"Bochum, Stadt",119,101247,1929.12147426,1689.49879503
ChIJFelo7347uUcRfIPYC_dBsp0,51.3574,7.47448,0,NW,"Hagen, Stadt",114,25618,759.296952578,659.835377665
ChIJW2zT0SfguEcRTunpkD5a3yA,51.4912439,7.2435307,0,NW,"Bochum, Stadt",83,77924,783.360918377,1128.69108267
ChIJkUw3LbZJuUcRCKWMW1UAdR8,51.21647,7.62975,0,NW,Märkischer Kreis,167,20862,1256.13124048,4144.9533626
ChIJAQAAAJAjuUcRLd-36hdWJ2Y,51.38705,7.38621,0,NW,Ennepe-Ruhr-Kreis,126,29146,1518.00186372,2896.55422862
ChIJiW5bWU4ZuUcR94twgunnBXU,51.52303,7.36993,0,NW,"Dortmund, Stadt",83,77924,3102.73945124,1052.90606746
ChIJ4cmwGOhpuUcRM4q5flJQ2bo,51.43603,7.79779,0,NW,Märkischer Kreis,165,58451,11630.3937131,2658.7481678
ChIJF6-ShvYhuUcRSmfAOWsNzsA,51.4387823,7.3351879,0,NW,Ennepe-Ruhr-Kreis,119,101247,113.358896582,1535.71974621
ChIJqX9mGK0huUcR3Sd8xYXkxw8,51.423074,7.2819402,0,NW,Ennepe-Ruhr-Kreis,119,101247,3846.30730974,685.867541576
ChIJDwqicslJuUcR_7AsWBJMXOM,51.2183209,7.6254314,0,NW,Märkischer Kreis,167,20862,965.101833991,3910.42987627
ChIJgzuUr47huEcR8VtMuu1tdMc,51.5398194,7.2226123,0,NW,"Herne, Stadt",83,77924,2862.91039878,1722.90090748
ChIJr6ZIKvwTuUcRsPbxgqVYqSQ,51.5283222,7.5828877,0,NW,"Dortmund, Stadt",75,4176,3025.09897303,308.749947883
ChIJWfKf8I4wuUcR9wETd4U_nxg,51.2635,7.46422,0,NW,Ennepe-Ruhr-Kreis,388,9217,10095.6572793,3079.7458856
ChIJL1SkkZkluUcRLOMYrOEQyDc,51.3012299,7.34502,0,NW,Ennepe-Ruhr-Kreis,197,32607,7543.94568167,372.507228496
ChIJF670W-EZuUcRjyY6qsnjI84,51.5144559,7.4614483,0,NW,"Dortmund, Stadt",75,4176,151.081037749,1502.10497824
ChIJ6Sghkc1ruUcRsCshgOr_XUY,51.47207,7.766,0,NW,Unna,163,22964,8964.95640176,395.616063774
ChIJFVn5XeQZuUcRrI-W5J-ru_k,51.5172801,7.4592679,1,NW,"Dortmund, Stadt",75,4176,203.477610112,1795.53129211
ChIJdW2rlEznuEcRABcy6W67ulA,51.4821693,7.130683,0,NW,"Bochum, Stadt",100,56866,216.694187001,911.715948059
ChIJifs48PwZuUcRQNhnJLQf_s4,51.521973,7.4648157,0,NW,"Dortmund, Stadt",75,4176,182.069641197,1892.70679617
ChIJLTRmEf7huEcRsqcBy-FPYGg,51.5395834,7.2564782,0,NW,"Herne, Stadt",83,77924,3851.51068892,3585.31348312
ChIJU4whvj8euUcRHD3-KZt2Nd8,51.5195881,7.2773963,0,NW,"Bochum, Stadt",83,77924,3044.74298293,4121.1845168
ChIJz2uNO-spuUcRqiujhUXhUds,51.22696,7.20139,0,NW,"Wuppertal, Stadt",302,36816,4502.89230771,3458.98694573
ChIJe5Ap7vjfuEcRzjp3nLMw6ZY,51.4532943,7.232752,0,NW,"Bochum, Stadt",100,56866,1429.64308968,3340.99847572
ChIJ4URS0P5QuUcRc3LctveG6bI,51.2129199,7.87469,0,NW,Märkischer Kreis,230,28206,18325.9046182,7650.37851263
ChIJxTwg3c_fuEcR7LJ_krS-e2k,51.45205,7.19255,0,NW,"Bochum, Stadt",100,56866,1722.84911575,3859.74319749
ChIJ47b3UHMfuUcRNAAEC9hctwE,51.4767803,7.302341,0,NW,"Bochum, Stadt",119,101247,1866.46528119,1231.22407541
ChIJDzWT4iXhuEcROPQWbSUbhcc,51.5127373,7.1570149,0,NW,"Herne, Stadt",68,65306,3725.02238059,2816.53101359
ChIJu3pfSNrVuEcR7bhe-0WnHVQ,51.2069199,7.13381,0,NW,"Wuppertal, Stadt",168,29431,5034.30009093,770.401131401
ChIJAwMwgMhouUcRrI9ofNzcRfU,51.49367,7.86727,0,NW,Soest,168,12504,3612.8292182,3688.31772461
ChIJsb_Ej7LXuEcRC2bysitS7c8,51.2573475,7.1442458,1,NW,"Wuppertal, Stadt",189,22355,222.725273094,498.267909226
ChIJJaTfNR3auEcRdlne7A2u4N4,51.3115,7.08918,0,NW,Mettmann,245,87669,4520.20178667,1552.8966494
ChIJlYxjw0zRuEcR5lPZcw-muto,51.2314099,7.06938,0,NW,"Wuppertal, Stadt",168,29431,3514.43207775,346.681669688
ChIJr92TXNNeuUcRe8PW_1uxhro,51.3267655,8.0041622,0,NW,Hochsauerlandkreis,257,29609,22080.3100267,9180.71581361
ChIJQePiSgPnuEcRFrx4huduCjI,51.5053502,7.1022133,1,NW,"Gelsenkirchen, Stadt",68,65306,221.298268258,1670.56344983
ChIJuwavAfIruUcR_1tZfUATUK8,51.18986,7.26169,0,NW,"Remscheid, Stadt",302,36816,1808.77847823,4903.13477298
ChIJbTGsKqLduEcRUMvVhlgMByc,51.4462652,7.0784469,1,NW,"Essen, Stadt",100,56866,2573.16816151,846.937225917
ChIJs45pLQsuuUcRwKAMIhKWwYo,51.2031213,7.3571727,0,NW,Oberbergischer Kreis,373,24100,8542.26521784,5210.98759166
ChIJ5Qak6UIquUcRV37AqY9oLgw,51.18001,7.19293,0,NW,"Remscheid, Stadt",302,36816,1191.11998381,4712.23791027
ChIJWb0lbXPcuEcRsaV3mmtvsWc,51.39399,7.0823,0,NW,"Essen, Stadt",245,87669,6444.79632274,246.060571809
ChIJcy6r23ItuUcRuJjeOoHitSE,51.15022,7.34387,0,NW,Oberbergischer Kreis,258,16369,8040.4269524,9736.70871551
ChIJQ_llN8wyuUcReO1BndDfoWc,51.11741,7.39702,0,NW,Oberbergischer Kreis,290,23723,13069.3597283,10243.7386324
ChIJa2ka4X5UuUcReNsGp9YDCIg,51.12569,7.90351,0,NW,Olpe,260,24773,18157.0924005,6793.36478333
ChIJhxmEP5HnuEcRTK3mtUInedQ,51.48567,7.06374,0,NW,"Essen, Stadt",60,76940,2188.20718799,1446.42108422
ChIJ57uxJutKuUcR_M99XjuWIQ4,51.1236236,7.6052669,0,NW,Märkischer Kreis,404,18188,7985.36565317,3039.7726911
ChIJldVJoMPnuEcRG26zu-dsBDM,51.49683,7.0479,0,NW,"Essen, Stadt",60,76940,2538.65003641,346.898454134
ChIJY47dHbLXuEcRxgWS8rimHko,51.259875,7.1457756,1,NW,"Wuppertal, Stadt",189,22355,218.064828783,646.991580838
ChIJX7cmFbPXuEcRcVL3MS9zgoE,51.2563864,7.1487167,1,NW,"Wuppertal, Stadt",189,22355,33.5501503823,208.360319263
ChIJ36NAo5vTuEcRfugZKdWWr3o,51.1840327,7.0413442,0,NW,"Solingen, Stadt",168,29431,2449.20043688,3679.23135331
ChIJ_3aOi5_nuEcRXPeG_JGBYGA,51.49066,7.08112,0,NW,"Gelsenkirchen, Stadt",60,76940,2039.59509371,614.102319858
ChIJGeRy3WgquUcRGkvjrVkb1hM,51.1810725,7.1859242,0,NW,"Remscheid, Stadt",302,36816,1532.35101042,4227.73365895
ChIJWzuIrZDouEcR8GBDlamon4k,51.5310705,7.0254542,0,NW,"Gelsenkirchen, Stadt",60,76940,3547.10165456,2238.95892317
ChIJFfBTCHRWuUcRIeF79sLLdMI,51.1628298,7.9862523,0,NW,Olpe,260,24773,20899.7728219,1917.8655061
ChIJu-QHfsErv0cRJt6gSqLAK2c,51.06597,7.0588,0,NW,"Leverkusen, Stadt",61,23000,2550.59686818,6026.03496654
ChIJK6TOg_TQuEcRegGuyV86Y08,51.28054,7.03618,0,NW,Mettmann,189,22355,5087.31269964,383.841639288
ChIJl47Gdxz_u0cRwYIGVr5gLXQ,51.10517,8.07366,0,NW,Olpe,271,28102,14480.2800183,10738.044021
ChIJE2Vq5j_guEcRJfpA4rb3bkc,51.4832144,7.2170412,0,NW,"Bochum, Stadt",100,56866,229.750935936,28.7470577729
ChIJG-q1lrO_u0cRa2njfxKL97A,51.39627,8.5751,0,NW,Hochsauerlandkreis,443,27030,5395.05399835,176.524942809
ChIJmZqZwT6ku0cR4y5BlVuGUlU,51.45862,8.85263,0,NW,Hochsauerlandkreis,254,21914,13277.0153245,6697.61081316
ChIJWRryCWKeu0cROLFQ-4j4NbM,51.27782,8.87285,0,HE,Waldeck-Frankenberg,362,1903,12271.7702519,4386.209404
ChIJJ7uRiHO6u0cRpD6FFWKi6a4,51.5230365,8.7069199,0,NW,Paderborn,289,12439,16035.2610719,10040.8693422
ChIJYWvLjmzDu0cRKS8QROrE-YY,51.4508713,8.3575997,0,NW,Soest,346,28532,6113.23077907,10506.6557634
ChIJJcwxDFUKu0cRWy_1yePocnY,51.38051,9.01359,0,HE,Waldeck-Frankenberg,292,16854,531.093641757,9995.88435839
ChIJcR2_zfTpu0cRS3jIYRVd7qQ,51.3616128,8.4003357,0,NW,Hochsauerlandkreis,338,15814,11425.2829076,4683.46700744
ChIJtSE52GYPu0cR9mj458l3wNg,51.490113,9.139398,1,NW,Höxter,200,24317,14777.528318,14848.9045185
ChIJkyPhuKwSu0cRBAzC79eBqpo,51.325049,9.1731596,0,HE,Kassel,283,13266,9979.65428234,7833.66010513
ChIJD0euJ_2Au0cRi0QiXkCYxZk,51.0560186,8.7894816,0,HE,Waldeck-Frankenberg,314,19276,16508.1592584,16422.9935628
ChIJBRWFjV31u0cR61oCdWSX36k,51.0526856,8.3932929,1,NW,Siegen-Wittgenstein,420,20757,9768.82039127,7694.34676005
ChIJhXPo4tjwu0cRvVJC5nJqtJo,51.151778,8.283295,0,NW,Hochsauerlandkreis,411,26132,595.180638664,5844.48423717
ChIJB4DndGg_u0cRqJo4RVL_bKI,51.31113,9.4648956,0,HE,"Kassel, documenta-Stadt",178,18623,376.494074126,1166.90637841
ChIJ4_b8CZbUpEcR_yzyjWIluXI,51.5312187,9.9382159,0,NI,Göttingen,161,13964,739.836848452,1125.15185504
ChIJKx_KDb7UpEcRZn9386X3Y0U,51.53233,9.93559,0,NI,Göttingen,161,13964,520.1004904,905.415626775
ChIJq5AvJ7zUpEcRX9w_9OyFvCY,51.53198,9.9320714,0,NI,Göttingen,161,13964,383.378722717,747.971065104
ChIJZWvuq0jLpEcRRZSCnfpNYd4,51.34282,9.85793,0,HE,Werra-Meißner-Kreis,151,16055,9355.75643513,5723.31058027
ChIJ00AJ6Uw_u0cRgidYGc8zSNg,51.31253,9.49227,0,HE,"Kassel, documenta-Stadt",178,18623,92.567794142,708.400323116
ChIJhf0HT3wwu0cRmNOMR2IB4Ac,51.41563,9.6513899,1,NI,Göttingen,129,25073,13974.0608019,15676.7900284
ChIJGarQxl0ru0cRcUAafXomzzQ,51.52941,9.88158,1,NI,Göttingen,161,13964,907.995345353,3110.94418757
ChIJpYspMU8_u0cRN0kqaLlmZEQ,51.31468,9.48343,0,HE,"Kassel, documenta-Stadt",178,18623,572.563124621,518.089538113
ChIJ6R9R1FHTpEcRQpIMmobomjw,51.50776,9.91015,0,NI,Göttingen,161,13964,2514.32616012,1822.22367488
ChIJtaubowPFpEcRSbm9WQMhWZc,51.37936,10.1315,0,TH,Eichsfeld,191,156,1371.2163351,4077.9218762
ChIJJcgqwf3EpEcRhikaCRTum70,51.37773,10.13752,0,TH,Eichsfeld,280,257,1147.47358559,3689.30865006
ChIJEdT1mLU4u0cRFLgo0Lm8TcA,51.31744,9.49969,0,HE,"Kassel, documenta-Stadt",178,18623,266.883168971,814.512377883
ChIJ4UZp8a9Au0cREsiJqKHeQTg,51.28709,9.47355,0,HE,"Kassel, documenta-Stadt",216,28173,407.112920651,2504.22786501
ChIJU85xgjlHu0cR3fM_W3DIMTk,51.2724922,9.500034,0,HE,Kassel,216,28173,1416.75558883,3271.1410158
ChIJ10XeygZIu0cRlZTdpS9-JfM,51.2843008,9.6015133,0,HE,Kassel,178,18623,4254.27272196,6154.22030368
ChIJKb_BLcbepEcR4hM6LuDEhc0,51.5120999,10.25675,0,NI,Göttingen,186,22910,9456.80982541,11316.4407697
ChIJcb-MD5pAu0cRzwdbzxmpDNw,51.29166,9.45156,0,HE,"Kassel, documenta-Stadt",216,28173,1295.85745771,1468.21028881
ChIJ6WjkY5i5pEcRYICYI3fPjRY,51.1868539,10.0549724,0,HE,Werra-Meißner-Kreis,177,4398,822.656949558,2458.69579947
ChIJUyEEv5FHu0cRWpuHAUbV3o4,51.28079,9.55853,0,HE,Kassel,178,18623,1549.90665061,3611.54705447
ChIJ831XMsjepEcRQanNggqsjQk,51.5107789,10.2516636,0,NI,Göttingen,186,22910,9596.88424823,11691.7303871
ChIJ52Jn_q4_u0cRMJ9AQKrvR0M,51.33779,9.43681,0,HE,"Kassel, documenta-Stadt",178,18623,1193.61858179,3010.92484806
ChIJfQfi6PI-u0cRpxsGwHVvfTM,51.36263,9.46707,0,HE,Kassel,178,18623,3286.45535209,5138.63070787
ChIJp4zWrXA_u0cRQ4L-tMrlGKY,51.31288,9.44658,1,HE,"Kassel, documenta-Stadt",178,18623,66.4528886077,166.252747338
ChIJMVqbuhPopEcRCKHAq0FL-18,51.3826525,10.3311996,0,TH,Eichsfeld,338,13740,7603.48511175,1866.23000396
ChIJp4zWrXA_u0cREUc9sq1dT-4,51.3122991,9.4468882,1,HE,"Kassel, documenta-Stadt",178,18623,130.055155208,106.883884297
ChIJK1c1pMCvpEcR0r6pOLvtDp8,51.07191,9.93509,0,HE,Werra-Meißner-Kreis,225,8624,10747.7886231,7262.03593848
ChIJI0Tr38sZu0cRYP8tD1bkFso,51.4942,9.38171,0,HE,Kassel,157,16444,12660.0911367,15774.9230749
ChIJnTjUkHswu0cRv__u3Loima8,51.41866,9.6524672,0,NI,Göttingen,129,25073,14302.7079017,15964.4553011
ChIJ76yQ_KhBu0cRrnPg0c4pgt8,51.25458,9.41432,0,HE,Kassel,216,28173,525.96020652,6159.97895893
ChIJccRsakU_u0cRSGDiU3FjRJo,51.31162,9.47871,0,HE,"Kassel, documenta-Stadt",178,18623,201.274581804,989.712060602
ChIJR0UQMbrnpEcRv4MQjaU8LUA,51.4212,10.36131,0,TH,Eichsfeld,324,5371,3297.9114398,5771.64808905
ChIJRYLbJzVXpEcRWNtzhltHR3A,51.37091,10.87192,0,TH,Kyffhäuserkreis,188,296,15277.1070188,6505.13662578
ChIJ77h98cxIpEcRTeyjSbeNpL8,51.3537874,11.098767,0,TH,Kyffhäuserkreis,137,8824,25602.372626,7759.64055137
ChIJ9TZpVJD_pEcRNmwEeQnOnT0,51.495,10.78943,0,TH,Nordhausen,286,350,495.92419347,6832.47943498
ChIJF3viR-42pEcR6inkNtAALFc,51.36337,11.28787,0,TH,Kyffhäuserkreis,127,6270,25544.600887,6492.38316806
ChIJndZV-Dw1pEcRHe3xmsLkNsY,51.46504,11.29184,0,ST,Mansfeld-Südharz,130,1701,20091.0351586,6418.81089651
ChIJbT-cjTlDpEcRMDow9ZuPhaw,51.2293499,10.94767,0,TH,Kyffhäuserkreis,162,3962,20686.1214208,13488.7208195
ChIJKYABSu3_pEcRyQSjpc0HeV4,51.503552,10.7940719,0,TH,Nordhausen,286,350,1113.16831719,7828.89881574
ChIJu5wJMxtApEcRMZ_qv06h2lw,51.16107,11.11821,0,TH,Sömmerda,149,3720,12987.9707574,20535.1316244
ChIJDaR50VH7pEcR9fAtT39x-uY,51.449739,10.570479,0,TH,Nordhausen,270,6456,8229.74336039,2046.48666551
ChIJLS1R4yLSpUcRwIvWfyluqUo,51.52848,11.54648,0,ST,Mansfeld-Südharz,207,1292,2900.01263385,6397.22427968
ChIJPQH4cwGKpEcRruUdfPZbxYI,51.11644,10.65478,0,TH,Unstrut-Hainich-Kreis,192,18183,19252.8872964,13758.9646684
ChIJG0wKZa6SpEcRJdh2wli_ltc,51.21024,10.45742,0,TH,Unstrut-Hainich-Kreis,228,2296,5334.99604009,14558.66297
ChIJ6RmpKQVApEcRurEGcx14NNc,51.1621907,11.1193825,0,TH,Sömmerda,149,3720,13134.7761214,20675.4324231
ChIJUZthoO42pEcRQlqrS_rYF7o,51.36523,11.2929,0,TH,Kyffhäuserkreis,127,6270,25143.3303574,6756.9977514
ChIJJXqHz65YpEcRXWjoeJTDlE0,51.2826769,10.7317995,0,TH,Kyffhäuserkreis,249,3155,24042.4064302,7601.70814053
ChIJB9ncwkP4pkcR5xB3eEfBfBo,51.3379,12.40557,0,SN,Kreisfreie Stadt Leipzig,124,24000,779.913071418,1646.03089979
ChIJW-FlzCX4pkcRq8u20aDSJBU,51.3373198,12.3747922,0,SN,"Leipzig, Stadt",124,24000,286.757505717,873.075887563
ChIJuY7C6C74pkcRpvv-VVJunzY,51.33087,12.3735,0,SN,Kreisfreie Stadt Leipzig,124,24000,252.483599541,603.21333865
ChIJVesCJUhjpkcRWR6L7joXpqk,51.4734515,11.9698298,0,ST,"Halle (Saale), Stadt",109,234107,879.174127323,5692.17540929
ChIJ_QlSmPz3pkcRJVklbl9M39s,51.3638283,12.3658472,0,SN,Kreisfreie Stadt Leipzig,127,14552,1363.96168767,2399.88198713
ChIJxf_5crl8pkcR-JBFE4ihl0U,51.48045,11.94188,0,ST,"Halle (Saale), Stadt",85,240000,1118.73138996,4484.03986437
ChIJpTSyQ1V7pkcRVSZvC5ZqJN0,51.49564,11.96551,0,ST,"Halle (Saale), Stadt",109,234107,1962.95759869,3207.45088736
ChIJASDl_3ZfpkcRFA91xvVsKrw,51.39661,12.22245,0,SN,Nordsachsen,110,18487,1735.93499886,2997.84630201
ChIJb1zRtp_3pkcRU1SQ9Bl58Ws,51.3298,12.33613,0,SN,Kreisfreie Stadt Leipzig,124,24000,257.567294782,1063.86604914
ChIJTTBiA0v2pkcRcuEczlv1f9Q,51.34901,12.31072,0,SN,Kreisfreie Stadt Leipzig,110,18487,120.941368009,669.969578169
ChIJiR-QVhj4pkcRsZN5D8jPrgg,51.3442137,12.382208,1,SN,"Leipzig, Stadt",124,24000,120.440097117,116.283369532
ChIJf-fStU9jpkcRTMSayj1Jvg4,51.4819396,11.972774,0,ST,"Halle (Saale), Stadt",109,234107,452.409479663,4781.13565725
ChIJp1MnTH-JpkcRTYF-7GNxTfs,51.3606,12.01915,0,ST,Saalekreis,84,485,421.055842476,5874.76757267
ChIJ4W0jowD4pkcRgRksVK4Rrl0,51.3645985,12.3849248,0,SN,Kreisfreie Stadt Leipzig,127,14552,65.9328318575,2278.17722446
ChIJC5kNdltbpkcR9oiKOS2WkKU,51.5252116,12.344694,0,SN,Nordsachsen,98,24998,585.760203723,8148.81644899
ChIJbRyph0hkpkcRqexJ0KFN_xQ,51.5127231,12.0517761,0,ST,Saalekreis,101,1091,299.806196532,6353.71922135
ChIJ1bCbsahjpkcRKOuvF7D_QeQ,51.45384,12.0185099,0,ST,"Halle (Saale), Stadt",96,3133,2401.50955997,2257.6593522
ChIJVW6nYomMpkcRShdNFBsWr1E,51.2967904,12.0686887,0,ST,Saalekreis,108,11479,6966.04132198,4601.34413259
ChIJZUHB-nKJpkcR5MGi3KWJHqI,51.35519,11.99671,0,ST,Saalekreis,97,1519,593.045068074,4447.92342848
ChIJL8tJLnD2pkcRhZmsxr-YPRU,51.347911,12.2661561,0,SN,Kreisfreie Stadt Leipzig,126,13053,521.188278115,1279.9642387
ChIJ8zXiyFFjpkcR3-bAkDDfVnM,51.48445,11.97284,0,ST,"Halle (Saale), Stadt",109,234107,656.411466173,4506.36599084
ChIJOd1mX-T2pkcRXacmj53hrLs,51.3194946,12.2904988,0,SN,Kreisfreie Stadt Leipzig,126,13053,2579.47386716,2312.73578209
ChIJtQzLLCD6pkcR726czbf-d0w,51.2788899,12.37012,0,SN,Leipzig,124,24000,3045.3682468,911.830348144
ChIJQyu0ADKSpkcRfZ_I4CRbbH4,51.20136,11.97062,0,ST,Burgenlandkreis,102,29792,13111.8145949,5329.93816182
ChIJQSke45J8pkcRdsGhXUTX7Jo,51.47955,11.92023,0,ST,"Halle (Saale), Stadt",85,240000,278.951667339,3402.23112381
ChIJY23Gej_3pkcRD31ReoJRNqI,51.30491,12.322,0,SN,Kreisfreie Stadt Leipzig,124,24000,237.516995763,445.137780493
ChIJOV4OYXZWpkcRZLYHHFxCIjQ,51.3805,12.50081,0,SN,Nordsachsen,127,14552,752.506948451,3219.18024029
ChIJQSrKLehXpkcR8JhR-GTMTsk,51.3746724,12.4120566,0,SN,Kreisfreie Stadt Leipzig,127,14552,1848.76804453,1445.39917764
ChIJ6bGVnKL5pkcRJzyjvk9ieK0,51.30046,12.39673,0,SN,Kreisfreie Stadt Leipzig,124,24000,1396.16009342,720.24533548
ChIJKSwBEv74pkcR-VH2CE5cE80,51.3187,12.42408,0,SN,Kreisfreie Stadt Leipzig,124,24000,659.205669697,1123.19948163
ChIJ36fx82uRpkcROpj6r76n4uM,51.18438,11.9258718,0,ST,Burgenlandkreis,103,1541,11311.7828733,3005.86388825
ChIJC_bzCyj8pkcRzV0nuwyvuf8,51.2672801,12.4979985,0,SN,Leipzig,133,8753,5073.9863423,1188.96456236
ChIJVX95D4SPpkcR-OCyM7RBqWE,51.2846182,11.8835271,0,ST,Saalekreis,118,6599,11266.1091182,475.334104098
ChIJ0_Hw5SNTpkcRS9fZTVl4y-c,51.46013,12.63484,0,SN,Nordsachsen,103,17609,10928.0924478,922.496780173
ChIJjaRXQuaZpkcRzB3kI6sBX34,51.1531472,11.8076501,1,ST,Burgenlandkreis,246,221,2448.56905384,9049.44690581
ChIJVWsaBICpp0cRfJK8TPRVwp0,51.36949,12.73527,0,SN,Leipzig,126,15233,7386.31189485,9929.54170924
ChIJ9_x_pD0Ep0cRMGz0BG64zs0,51.2335148,12.7052526,0,SN,Leipzig,143,17991,15010.4447632,753.192949482
ChIJx71SycErpEcRsrksTAiXO8A,51.38163,11.60689,0,ST,Saalekreis,167,9019,14300.9819632,5253.03312791
ChIJGUGLinPipkcRB7PwC_hbw-w,51.1229702,12.497491,0,SN,Leipzig,142,2675,16552.069955,5058.17051119
ChIJ495pmE9jpkcRcc8IcXIZn0Q,51.48105,11.97393,0,ST,"Halle (Saale), Stadt",109,234107,330.462940906,4891.85487187
ChIJ8zym5l5bpkcRSgXRMubuD38,51.5234401,12.336712,0,SN,Nordsachsen,98,24998,59.8755526062,7678.24907388
ChIJoRqfWJR8pkcRpOAM-lMMgxM,51.48008,11.9264,0,ST,"Halle (Saale), Stadt",85,240000,64.0344956776,3659.84126768
ChIJZzYIVv7VCUcRy1uVzc-3uwo,51.16104,13.47086,0,SN,Meißen,116,22304,810.65733841,9906.16718425
ChIJmV6gU0jRCUcRDD7tpU4xUJY,51.1263869,13.5802523,0,SN,Meißen,116,22304,2064.91693333,11737.8931337
ChIJeUckc6_RCUcRw-E2Ldb74Zg,51.10654,13.62907,0,SN,Meißen,120,32643,236.513279552,7743.13140942
ChIJxb-loCjOCUcRA6iSq85kw5Y,51.10194,13.68153,0,SN,Meißen,120,32643,299.064537193,5326.44803252
ChIJI1kUkNWCp0cRH9yjfZDpc9k,51.3059966,13.3033207,0,SN,Landkreis Riesa-Großenhain,111,37156,622.132208471,1147.19826505
ChIJfU_K5eGcp0cRm8d1bPP6tDw,51.3108433,13.2649991,1,SN,Landkreis Riesa-Großenhain,111,37156,2128.97019787,1603.78275854
ChIJyXdg7C6ep0cRrcI7Mw_G69k,51.29154,13.12327,0,SN,Nordsachsen,124,16000,12120.8049149,11635.8165503
ChIJrz9ONgSSp0cRDWafSDmx9-k,51.517129,13.393795,0,BB,Elbe-Elster,89,10890,24176.1931435,4052.17165094
ChIJ1dtQncPLCUcR1xUopKu_ys8,51.05917,13.74248,0,SN,"Dresden, Stadt",148,2137,140.644671756,1988.59616615
ChIJ74DVGedxp0cRZo-zPc8lwj0,51.1210117,13.1183803,0,SN,Mittelsachsen,168,21338,24238.6610778,1877.07331036
