placeid,DayOfWeek,OpenTime,CloseTime,OpenDuration
ChIJ96lup6hDCEcRXuFKOLEWaD0,3,9.0,20.0,11.0
ChIJNSw8C2qKCEcRZ1fycf_h6nU,3,8.0,20.0,12.0
ChIJER-OmYVVCEcRd1i4QsFO9cY,3,9.0,20.0,11.0
ChIJnSROUn7_CEcRIrwKwndXH2M,3,8.0,20.0,12.0
ChIJC2V710NJCEcRytysrBNPV0s,3,8.0,19.0,11.0
ChIJj2vreBzvCEcRVYYhKr4XfRo,3,8.0,20.0,12.0
ChIJ9wkmf_49CEcRFG6ZbHhFzAc,3,9.0,19.0,10.0
ChIJ7_keAWAdCUcRF_WmLpCS86Q,3,8.0,19.0,11.0
ChIJiQuHHWWtCUcRvV6_OtP8SKk,3,8.0,19.0,11.0
ChIJSQnK_2rKCUcR2RTbP0a-imY,3,8.5,19.5,11.0
ChIJZcNO0Ksov0cRDfLkqrAPekw,3,9.0,19.0,10.0
ChIJr_9pSHuZwEcRTW1j2sbVXaA,3,9.0,20.0,11.0
ChIJbSEHPWSZwEcR5Y-AJnNSjMA,3,9.0,20.0,11.0
ChIJJcu_Dj4lv0cRW8RabN3N7h4,3,8.5,20.0,11.5
ChIJxbSwAKklv0cRCJzUbrmJRbM,3,6.0,22.0,16.0
ChIJ3TVItWKZwEcRZr88eViXEiw,3,6.5,22.0,15.5
ChIJQ5hd9E5ov0cRGYMslkWUj4E,3,9.0,20.0,11.0
ChIJdYfcTT9nv0cRGgvOy9SPIqg,3,9.0,19.0,10.0
ChIJV_qA3nk_v0cRqeD8ve2by94,3,9.0,19.0,10.0
ChIJE7VwSE9ov0cR-WSJrfvGvcY,3,9.0,20.0,11.0
ChIJy85DyZwlv0cRLQtVezaRZDQ,3,8.0,20.0,12.0
ChIJtx_SvbQwv0cRXtkct-qmTu4,3,8.0,20.0,12.0
ChIJt6RUOVhPv0cRnCA0KIVn2Ik,3,9.0,19.0,10.0
ChIJm0T2L5I7v0cRMxyBqjGX1cQ,3,8.5,19.0,10.5
ChIJIcyYJgAlv0cRUv5rBqgCgRY,3,8.0,22.0,14.0
ChIJNYsHNWElv0cRveW_BzAQiKM,3,8.5,19.0,10.5
ChIJI4RPgTigwEcRihqTSmUE2gw,3,9.0,20.0,11.0
ChIJ_-PlFYI4v0cRvFVo3jWY-no,3,8.0,20.0,12.0
ChIJS-Tq3MuYwEcRwYuHcdJ24mw,3,8.0,20.0,12.0
ChIJJztmVfI7v0cR01YCu5KL0rg,3,8.5,20.0,11.5
ChIJV_qA3nk_v0cRv4wi-PK6xpM,3,8.0,20.0,12.0
ChIJXb8g3Phhv0cRcqjMXxQYpfQ,3,9.0,19.0,10.0
ChIJ23AsSDOZwEcR5SbO-0JnJB0,3,9.0,19.0,10.0
ChIJHyh2rQNpv0cR5U8GON9W-uE,3,8.5,20.0,11.5
ChIJl3txyjhgv0cRsbkvxHs9qNM,3,8.5,20.0,11.5
ChIJr9kDRPxhv0cRjFnLpSXqFqI,3,9.0,19.0,10.0
ChIJObiDtWKZwEcRRcohK6uR6cY,3,8.0,20.0,12.0
ChIJG90S-4qYwEcR0D3FiFJt-So,3,9.0,19.0,10.0
ChIJGR-dK405v0cRTFHRxofldDM,3,8.5,19.0,10.5
ChIJZWFWAd0kv0cRHrXXtRSDAic,3,9.0,19.0,10.0
ChIJzxRmg9NJv0cRV1bkwgxMXGU,3,8.0,20.0,12.0
ChIJ7R7FWQYlv0cRZnmVhBFSBqg,3,9.0,20.0,11.0
ChIJkTrBdZWhwEcRuiMv0KFApjY,3,8.0,20.0,12.0
ChIJIacpoh2lwEcRcWR2FkS6tts,3,8.0,20.0,12.0
ChIJz6vivJpsv0cR6kcwv-tzHRs,3,8.5,19.0,10.5
ChIJYdq6BeYSv0cR6fdl1koIQkM,3,8.0,20.0,12.0
ChIJfXHiDe4kv0cRxLf04vnzzg0,3,8.0,20.0,12.0
ChIJOaeBdCklv0cRwEa3oFI3f1I,3,9.0,19.0,10.0
ChIJQX_prTacwEcR3LL4SxS-VDs,3,9.0,19.0,10.0
ChIJjWDzVUAlv0cRe5bwhML3B6c,3,9.0,18.5,9.5
ChIJ0_CBZJIiv0cRqy0y5RRQTsc,3,8.0,20.0,12.0
ChIJNcVwWGOZwEcRDk7gXFjTuv8,3,9.0,20.0,11.0
ChIJ8_Z9gikwv0cR6uRRqKzpN58,3,8.5,19.0,10.5
ChIJ44SPVjsQv0cRuvkInJZbem4,3,8.5,20.0,11.5
ChIJBSCP4iI7v0cRg4JASXnAvLw,3,8.0,20.0,12.0
ChIJAz-xla4mv0cRjHyDydgkodE,3,8.5,20.0,11.5
ChIJEaCiZeAkv0cRfQDsUaFyVoI,3,8.5,20.0,11.5
ChIJ6-0Zep0mv0cR4E8xMMBX3DQ,3,8.0,20.0,12.0
ChIJ494YSlwkv0cRoXR1rHpnNAA,3,8.5,20.0,11.5
ChIJxbSwAKklv0cRqouT73urWW8,3,9.0,20.0,11.0
ChIJEd6Vue4uv0cRPeGtOft7edE,3,9.0,19.0,10.0
ChIJvTxo_mAMv0cRddd5VWVMAJM,3,9.0,19.0,10.0
ChIJU7xunHAmv0cRVcCFjNHz57M,3,9.0,20.0,11.0
ChIJB_AYiyUbv0cRXDnFvzvzufA,3,8.5,19.0,10.5
ChIJ6bn490YDv0cREfy8IafUAr8,3,9.0,19.0,10.0
ChIJiYKEO0Fgv0cR9nphwLvWt3M,3,8.5,20.0,11.5
ChIJp_fSr6HhvkcRcDBX3kycxt4,3,9.0,20.0,11.0
ChIJl-78MpYcvEcRsuSeAUUpA7c,3,8.0,20.0,12.0
ChIJHzVuY9i7vkcRZ0WkgSS07cw,3,8.5,19.0,10.5
ChIJK31SvsUfv0cRlcljSISy8s8,3,8.0,20.0,12.0
ChIJMfS-vmzevkcRumIc3jPqTw8,3,9.0,19.0,10.0
ChIJ5cQjPEjcvkcRm0v70vdGkdY,3,8.0,19.0,11.0
ChIJf9OTVeS1vkcR4lNmv-WU-SY,3,8.5,19.0,10.5
ChIJOTIxgJ7qvkcRLZIhSk1eBnE,3,8.5,19.0,10.5
ChIJ7_2x0wTJvkcRb2bWgk3k4dg,3,8.0,20.0,12.0
ChIJR6KAgYytvkcREoGpC4HuPCk,3,8.0,20.0,12.0
ChIJkRqIDXLkvkcRYWntdeFnsME,3,9.0,20.0,11.0
ChIJ4fThjla9vkcRcmsKKMpkx-s,3,9.0,19.0,10.0
ChIJ5_upoy8DvEcRuTNhG0XaaLE,3,8.5,19.0,10.5
ChIJpQxJ6misvkcR0Fh4SslUBRs,3,8.0,19.0,11.0
ChIJ2SE0oJEcvEcRx3v7esUuf_A,3,9.0,19.0,10.0
ChIJ62Xm99rXvkcRyMi5i1ElbXo,3,9.0,20.0,11.0
ChIJYY-0N5_EvkcRxo9hgQvz5qg,3,8.5,19.0,10.5
ChIJW3wmCN6gvkcR4DyVLbxcPkM,3,8.5,19.0,10.5
ChIJtwQKE2jZvkcRIfoHEsq4P8Q,3,8.0,19.0,11.0
ChIJzflowXcnv0cRq9gJ8-If_cw,3,9.0,19.0,10.0
ChIJyeegBTrivkcRf4jGDaWNSGk,3,8.0,19.0,11.0
ChIJe81ylIMov0cRM9yAcOXsoO8,3,8.0,20.0,12.0
ChIJHc9mZcAnv0cRUBy7EILul4k,3,9.0,19.0,10.0
ChIJ4aLM_LbovkcRLAu4pWI1L48,3,8.0,20.0,12.0
ChIJRQnHeQTYvkcRywqGJNPPF6o,3,9.0,19.0,10.0
ChIJAQAAAOfhvkcRaJgRZT7LVlY,3,8.0,20.0,12.0
ChIJkbCDd8wuv0cRB6NO0iRq-ms,3,8.0,20.0,12.0
ChIJq5NUkevdvkcRcavdwW197cc,3,9.0,20.0,11.0
ChIJEQ1mb7YcvEcRepvopvMtbG8,3,9.0,20.0,11.0
ChIJg2kDRuHsvkcRN5wpL7cRKcw,3,8.0,20.0,12.0
ChIJE1PDhXHkvkcRdp3uxeXtEWY,3,9.0,19.5,10.5
ChIJj8Qv-K8nv0cRynYgf1c2cyg,3,9.0,19.0,10.0
ChIJ1cqaCdwEvEcRahGwdGSFcus,3,9.0,19.0,10.0
ChIJ15vDN8kevEcRqSdTe3nm0Jk,3,9.0,20.0,11.0
ChIJhe_uLWopv0cRqw6BJsT7ZRc,3,9.0,19.0,10.0
ChIJCfvaZMgmvEcRMzkIfR7yw94,3,8.5,19.0,10.5
ChIJIS2Ayg7xvkcR087c6bnHyNc,3,8.0,20.0,12.0
ChIJyafG6RvivkcRE_ULIpgnr9w,3,8.0,20.0,12.0
ChIJTRQ1-28ov0cRoFT3JP1gQks,3,8.5,19.0,10.5
ChIJs37wVNgEvEcR1Wlsykl4JNM,3,8.0,20.0,12.0
ChIJby-BP7nAvkcRgXXZkhQac-k,3,8.0,20.0,12.0
ChIJUwA_meDXvkcRVvXpAnkfEfk,3,8.5,20.0,11.5
ChIJRdpiUDfivkcRElkFc4Q0qDM,3,8.5,20.0,11.5
ChIJkXSETGZ8vEcRZ86RNKWqA8Y,3,8.0,19.0,11.0
ChIJbe-Ynn1ivEcRRNGRQw0jzc8,3,9.0,19.0,10.0
ChIJd37rpIVivEcR3Th95-jv3Go,3,9.0,19.0,10.0
ChIJp7Bw7KxxvEcR32wWQn2j_zw,3,9.0,20.0,11.0
ChIJmXYP5GmPvEcRFVOkJeWVVkk,3,8.0,19.0,11.0
ChIJucD2H25mvEcRJutE1Y4Xmc8,3,8.0,20.0,12.0
ChIJzXrMPhBzvEcRH1Syzs035fI,3,8.0,20.0,12.0
ChIJs2-dKuZYvEcRhnwin0nnbiI,3,8.0,20.0,12.0
ChIJZ8pCpOsUvEcR3YREcMS4j6I,3,8.0,20.0,12.0
ChIJv24MCj6avEcRS6xEq5IJ89g,3,9.0,19.0,10.0
ChIJr2637GP1vEcRdUPz3J_w4ac,3,8.0,20.0,12.0
ChIJpb9XCgD0vEcRbcvng4liyi4,3,8.0,20.0,12.0
ChIJpxMfvNhavEcRO6JFvOoyazo,3,8.0,20.0,12.0
ChIJLzO68WYVvEcRQfKAwksd8p8,3,8.0,20.0,12.0
ChIJrQ6aTUG8vEcRVN-iBhyNUcE,3,8.0,19.0,11.0
ChIJNQobTIc_vEcR4Ci6_psfMHk,3,9.0,19.0,10.0
ChIJ93DQsMVavEcRjHgNPjzyFBY,3,9.5,20.0,10.5
ChIJGZ4pprtgu0cRP42SdWlCrhg,3,9.0,19.0,10.0
ChIJPxBo6WP1vEcRxJ9qcEYoDY8,3,8.5,20.0,11.5
ChIJZSk9BZpUo0cRxyGpNfwmxGM,3,9.0,19.0,10.0
ChIJ64OTIJxUo0cRwkl0I2pjnHw,3,8.0,20.0,12.0
ChIJfc7PnNFPo0cRVvyAgK9pvLs,3,8.0,20.0,12.0
ChIJycpUuQpko0cRbRO2Tkm9fak,3,8.5,18.5,10.0
ChIJPeBHPSdJo0cR-yPBqjp6O2c,3,8.0,20.0,12.0
ChIJTalK7UpZu0cRLJfkgf3H6Qw,3,8.5,19.0,10.5
ChIJddBJcPWjvEcRfIAhe39zbMs,3,8.0,20.0,12.0
ChIJeaj0J5RypEcRKhPakmYuD1o,3,8.5,19.0,10.5
ChIJz0IQuR8NpEcRZZg6q0roHF4,3,8.0,20.0,12.0
ChIJzWq_6L5ypEcRDFQbVFcJlZ8,3,8.0,20.0,12.0
ChIJCwKMnC8NpEcR5j1VIi0T2bc,3,8.0,20.0,12.0
ChIJu46KILxypEcRsJgvJNlNl-c,3,9.0,20.0,11.0
ChIJm98EHGNtpEcRkWzCxuz-8Jc,3,8.0,19.0,11.0
ChIJFYDM4wptpEcRZeyN454z8Io,3,8.0,20.0,12.0
ChIJ696JA56Ko0cRVKGMYODvtyQ,3,9.0,20.0,11.0
ChIJr9RMlLhypEcRi6nw2evDKD0,3,6.0,22.0,16.0
ChIJi2BzhcIapEcRgnHYsjrB7ZI,3,9.0,20.0,11.0
ChIJJ0TcQJBtpEcRuTcnxa20pn0,3,8.0,20.0,12.0
ChIJv_vJEmqNo0cRPCQWjSUxGnk,3,8.0,20.0,12.0
ChIJF8OqCW-ApEcRYRKJGX9bh9w,3,8.5,20.0,11.5
ChIJv9xzvryopkcRGBWupOgIRJk,3,8.0,20.0,12.0
ChIJBQJ-XuYdpEcR0E1YH2ZaEYU,3,9.0,20.0,11.0
ChIJPWfjNYX-o0cRLMGmC5Z_vJc,3,8.5,20.0,11.5
ChIJO984TWj9o0cRxUviliLgqao,3,8.0,19.0,11.0
ChIJ5x9clByAo0cRXgTZP64G6x8,3,8.5,20.0,11.5
ChIJBeIa-MQapEcRQ82M8YGQCNk,3,8.5,20.0,11.5
ChIJkWwd7NSopkcRQjF8KKWfCpc,3,9.0,20.0,11.0
ChIJ7ZPyfvOspkcR_qv9WSmNIBo,3,9.0,20.0,11.0
ChIJ8bSSxSJSoUcR7Jo1roADwyg,3,8.5,18.0,9.5
ChIJZUxmsGjPpkcRnItON2zBrsg,3,9.5,20.0,10.5
ChIJaRIxCgHPpkcR5jYEWFEhhLI,3,8.0,20.0,12.0
ChIJnxo2KnrnpkcR74Y-M85n1sM,3,8.0,20.0,12.0
ChIJwwL0azMop0cR8jon8pxiR9w,3,8.5,19.0,10.5
ChIJZQg5qxm5pkcRjjZ4b1-RgHQ,3,8.5,18.5,10.0
ChIJP-JkK4TfpkcRMUxFnoWP_UA,3,8.0,19.0,11.0
ChIJc9EGDF23pkcRkL_GNuvXp1w,3,9.0,20.0,11.0
ChIJi6XMEYvfpkcRjALjer232yc,3,9.0,19.0,10.0
ChIJq_K4u7Utp0cRSG2mYelpJqM,3,8.5,20.0,11.5
ChIJ3T3bwp8vp0cRDSfNYUjdiJI,3,8.5,19.0,10.5
ChIJMQWculYqp0cRBtZnzrnk_ec,3,8.5,20.0,11.5
ChIJRctq8OeupkcR6_psiI2vSuQ,3,8.0,20.0,12.0
ChIJhzh9BWXPpkcRfa2Wl9eRIE8,3,8.5,20.0,11.5
ChIJYXlZD98zoUcRERWNbHcbhFQ,3,8.5,18.5,10.0
ChIJEcQEFubVoEcRpQPczkTNFdY,3,8.5,19.0,10.5
ChIJ77wSxJvNoEcRSfTal4sqUJo,3,8.5,20.0,11.5
ChIJyZ8BvqQxp0cRUE9972RxE9Y,3,9.0,20.0,11.0
ChIJ82J0m0o3p0cRhvHcsfzhTZ0,3,8.0,19.0,11.0
ChIJJVqUJ47LoEcRdoAKzsxYp68,3,8.5,18.5,10.0
ChIJnyBXvOjVoEcR6OlcE6OeZ54,3,8.5,20.0,11.5
ChIJ_2bX4hTKoEcRQw6G01TaDA8,3,8.5,20.0,11.5
ChIJ83WNlxPKoEcRc3tiDeqBZjY,3,8.5,20.0,11.5
ChIJh3UwrABgp0cRDcWadN0lVz8,3,8.5,19.0,10.5
ChIJ2717Wvhfp0cRdo8T53udpJE,3,8.0,20.0,12.0
ChIJwWj_yV1Gp0cRQ78IHuFiSG4,3,9.0,20.0,11.0
ChIJiS2aA9VFp0cRJ5J_Z1Ax8zg,3,9.0,19.0,10.0
ChIJ_ySOLG5op0cRcaBtYiPGm4U,3,8.0,19.0,11.0
ChIJd2E0V1nFCUcRa-pLKAlrfZY,3,8.0,20.0,12.0
ChIJTxGjsKdIp0cRimzQYmoBsLk,3,9.0,20.0,11.0
ChIJw9ZU807GCUcRGJZZINx-VLk,3,8.0,20.0,12.0
ChIJJ6jIoK_ICUcRKUGE5wrzA0I,3,9.0,20.0,11.0
ChIJkyYzvq7ECUcRUWikWjxfxDw,3,9.0,20.0,11.0
ChIJWSIY_UxCp0cRn0sVkBGmFLY,3,8.5,19.0,10.5
ChIJD1uiIGfPCUcR0fyyCuhFx_Y,3,9.0,21.0,12.0
ChIJh-1HuVxqp0cRQjB0h4r8YsI,3,8.0,19.0,11.0
ChIJqdHuEhHCCUcRxKiZpuW3Xjg,3,8.5,20.0,11.5
ChIJv1OfaU9Qp0cRvppukA3XC7k,3,8.5,19.0,10.5
ChIJOfl7BR7GCUcR234Q8zkFoi8,3,8.5,19.0,10.5
ChIJ33YPXav-CUcRRbYWZlzGU28,3,8.5,19.0,10.5
ChIJGaEyi6xVp0cRGHdPP3Tsw2o,3,8.5,19.0,10.5
ChIJ3QHtNdpFp0cR7F_B7KjixEo,3,8.5,19.0,10.5
ChIJWQFzNGZHp0cR9W9oS3_3sko,3,9.0,20.0,11.0
ChIJF34uQJxIp0cRGcbPVPZH34M,3,8.5,20.0,11.5
ChIJSwxfsH_FCUcRbW1Q0YoKLbs,3,8.5,20.0,11.5
ChIJBeTDE9nHCUcRwpjKD4M0pjU,3,8.0,20.0,12.0
ChIJn-n7kcLFCUcR0Z76TlX7UKk,3,8.0,20.0,12.0
ChIJwQDkhLJHp0cRszLzKzFwUDk,3,8.5,20.0,11.5
ChIJB5MAwIrFCUcRvKG-9bqJLik,3,8.0,21.0,13.0
ChIJvyj63uY-p0cReRZrWLuX744,3,8.5,19.0,10.5
ChIJt8t6gIa4CUcR_AscuUIxlRI,3,8.5,20.0,11.5
ChIJqTpHzr0Wp0cRAnzZ7MhDFGg,3,8.5,19.0,10.5
ChIJT9zHCnU5p0cRSpkTQLfUaBw,3,8.5,19.0,10.5
ChIJ--ChYAGtoEcR4sM4AvWkSd8,3,8.5,19.0,10.5
ChIJgTKcfQpKp0cRq8xl0O5PCPE,3,9.0,20.0,11.0
ChIJ2f82eoRIp0cRVGvVZTkiGQ4,3,8.5,20.0,11.5
ChIJ-cdcyhsbCUcRyCyUrVd1Yls,3,8.5,19.0,10.5
ChIJWUj-YtSnCUcRP_KUH7MGjIw,3,8.5,19.0,10.5
ChIJDx8yIzo9CUcRsrvzSkXxbkI,3,8.5,19.0,10.5
ChIJe1Ego9iuCUcRfmlSCL4X3AY,3,8.0,20.0,12.0
ChIJ3b6MyW25CUcRiBMLSte-Uzw,3,8.5,19.0,10.5
ChIJbyCgyG25CUcRpmDhNXwaESI,3,8.5,20.0,11.5
ChIJnTo2HcCiv0cRRBteuvvo9HM,3,9.0,19.0,10.0
ChIJQ-YKZ9agv0cRHzx09GM7fbc,3,8.5,19.5,11.0
ChIJ3ZHEzJusv0cRKsDmh9F3aX0,3,8.5,18.5,10.0
ChIJpU-1c8phvkcRtmojmyUI_1g,3,9.0,19.0,10.0
ChIJV86JvNphvkcRGdQqBsxD-vQ,3,9.0,19.0,10.0
ChIJJxQPdQeKvkcRATSZkwae750,3,8.0,20.0,12.0
ChIJgZO6DbyBvkcR8khV1TFoIs4,3,8.0,20.0,12.0
ChIJ6esVGlFwvkcRvURrwRyVsyQ,3,8.5,19.0,10.5
ChIJE7OxmgNgvkcRRhhlagh4sDs,3,9.0,19.0,10.0
ChIJmZCoipeDvkcRLo72v3iqGyY,3,8.0,19.0,11.0
ChIJvfw6jzd5vkcRhEyW72ps3Ns,3,8.0,20.0,12.0
ChIJh0zj2J9evkcRMJyi53j4j4U,3,9.0,19.0,10.0
ChIJVSYCsr32vkcR4PPxnDO-N20,3,8.0,20.0,12.0
ChIJDwqdRRgsvEcRFmfTOshKUwU,3,8.0,19.0,11.0
ChIJK53AC8HwvkcRFDW55zTmoTM,3,8.0,20.0,12.0
ChIJ35foyjIzvEcRVrCV5YUX5MU,3,8.0,20.0,12.0
ChIJoYjC2GH5vkcRZPLiiAFNPWo,3,9.0,19.0,10.0
ChIJcd-fiuXfvUcRsn92rYIiMEM,3,8.0,20.0,12.0
ChIJz6FW6lfBvUcRqp6HS68kbp0,3,8.0,20.0,12.0
ChIJuc6E55kqvEcRal_HIvUZpIo,3,8.0,20.0,12.0
ChIJ7bSeBAAMvUcR2JPiiWPHO0c,3,8.0,20.0,12.0
ChIJJbhnsQEIvUcRahaE-eR4z_4,3,8.0,20.0,12.0
ChIJrdV8I68OvUcRZ_G2IyQvEjE,3,8.5,20.0,11.5
ChIJKZrvbTIJvUcRs_VW0BxDzTQ,3,8.0,20.0,12.0
ChIJOazewwAOvUcRQ395a_Va4Gg,3,9.0,19.0,10.0
ChIJE6YBMNoJvUcRnHyUbjo-38E,3,9.0,20.0,11.0
ChIJUXxHhws-vUcRlwWSC9YQlic,3,8.0,20.0,12.0
ChIJiwcn-A7-vEcRTs_kYev1u4s,3,8.5,19.0,10.5
ChIJuWv7Qpb3vEcRdjRA65k7XFA,3,8.0,20.0,12.0
ChIJ92APYaMOvUcRcg1l2X-EkLU,3,9.0,20.0,11.0
ChIJOVSz5modvUcRa-ZeNAMU8vk,3,8.0,20.0,12.0
ChIJbSbUd8hXvEcRmXo4MT6PL8Y,3,8.0,20.0,12.0
ChIJOyMFUXkPvUcRsob0ftz0QT4,3,8.0,20.0,12.0
ChIJzb_BqVcEvUcR4Rz-Jw5llBY,3,8.0,20.0,12.0
ChIJQ7VzwZkHvUcRa7dQbmLeiv8,3,8.5,20.0,11.5
ChIJjSGVotUOvUcR9F6cwifo0Bg,3,9.0,20.0,11.0
ChIJcznTdzThvEcRGiCmal7Fap0,3,8.0,20.0,12.0
ChIJw63wuv_uvEcRsXJKqmwkIlQ,3,8.0,20.0,12.0
ChIJTVis5gusvUcR9OvN-i_4xFA,3,8.5,20.0,11.5
ChIJbcf5HfkIvUcRqcHPXU9zo3U,3,9.0,20.0,11.0
ChIJh_Y7pZQOvUcRf9YvyWux4Dw,3,8.0,20.0,12.0
ChIJDe_5mM4YvUcRoqt9h1GB4ns,3,9.0,20.0,11.0
ChIJSfPpShwXvUcRvLVvHYE8Qd4,3,8.0,20.0,12.0
ChIJKwQJDd4OvUcRg-ZIdwKBDxE,3,9.0,20.0,11.0
ChIJG6GthENMvEcR_pP77-AOd3g,3,9.0,19.0,10.0
ChIJ0VPg8vsZvUcRsDxE0Uq2Df0,3,8.0,20.0,12.0
ChIJp7uzuuEWvUcRH_B8Ll1t4qE,3,8.0,20.0,12.0
ChIJAQAAQAAMvUcROh_ysfXfgTc,3,6.0,22.0,16.0
ChIJ2adYjaSgvUcRjw24TElsvss,3,8.0,20.0,12.0
ChIJpZNS65ILvUcR9WGL8th0BAg,3,9.0,20.0,11.0
ChIJ4TbIgl2uvUcR4UJnLB7Y2R0,3,8.0,20.0,12.0
ChIJBdhDRwGovUcRDQYtkmAj_qg,3,8.0,20.0,12.0
ChIJ00xtEwGnvUcRtkpzobf0nDU,3,9.0,20.0,11.0
ChIJI2_gp90LvUcRYXArV3ifk7Y,3,9.0,20.0,11.0
ChIJWYr0WQkOvUcRmqS_bloLKcw,3,9.0,20.0,11.0
ChIJAQAAQAAMvUcRUSwxL51qv9g,3,8.0,20.0,12.0
ChIJmclR7L8ivUcREm3_quwv3mI,3,8.0,20.0,12.0
ChIJC5XySzwKvUcRZZWQGnHXmWE,3,9.0,20.0,11.0
ChIJHdbX6-YRvUcRKj2Z-4ngsv0,3,9.0,20.0,11.0
ChIJOazewwAOvUcRm7oGL8cBg-M,3,9.0,20.0,11.0
ChIJk_FKEkemvUcRhyoaXKkyKlM,3,9.0,20.0,11.0
ChIJ5yp2DwYOvUcR6BGEtmLuRUY,3,9.0,20.0,11.0
ChIJbXG93vEXvUcRphk4OpBzLlA,3,9.0,20.0,11.0
ChIJr7DC33IWvUcRJ3DeEV_qaTE,3,9.0,20.0,11.0
ChIJ31Bw3q4OvUcR4QVmqFfbV_o,3,8.5,20.0,11.5
ChIJ8dF0jzg9vUcR7vVTuFubQgQ,3,9.0,20.0,11.0
ChIJ6S930Ve3vUcRRIXunajZfA0,3,8.5,19.0,10.5
ChIJ1RidGN-9vUcRvqIe8jAxkEk,3,8.0,20.0,12.0
ChIJoUVEQf7uvEcRCox6xKBZ6VE,3,8.5,20.0,11.5
ChIJr7DC33IWvUcRo7QxiF9rGBE,3,8.0,20.0,12.0
ChIJt5h4uO8SsEcRt2n0AK6b4mg,3,8.0,20.0,12.0
ChIJ8fnldVc7vUcRhIDnZJ56VXw,3,8.0,20.0,12.0
ChIJo1yzaxukvUcR-fqLRo3ryf4,3,8.0,20.0,12.0
ChIJJY7c2-8VvUcRakY624Sdxug,3,8.0,20.0,12.0
ChIJB59UcOa9vUcRKQgXueqUBI4,3,10.0,20.0,10.0
ChIJO6yQGeCgvUcRQqKjHD54S-s,3,9.0,20.0,11.0
ChIJB59UcOa9vUcRdD3oUmUCvgg,3,6.0,22.0,16.0
ChIJr7d8zhK-vUcRSAGFXNEJnN0,3,8.0,20.0,12.0
ChIJtzZh9yG4vUcR3wEqbLcQwsM,3,9.0,20.0,11.0
ChIJ-22-qxZYvEcR90DBj7BMV9I,3,8.5,20.0,11.5
ChIJhclXxd2lvUcRBZyECTir4Uk,3,8.5,20.0,11.5
ChIJD-o1mps2o0cRIbOCpJvsisg,3,8.0,20.0,12.0
ChIJZ0qZZicno0cRQJNgeOOIEas,3,8.0,20.0,12.0
ChIJiY2_oBUro0cRi5Jzmv6s7eY,3,9.0,19.0,10.0
ChIJ8-wtKjsqvUcRIy0XLDk5Jcw,3,8.0,20.0,12.0
ChIJQdadI1opvUcRBqWF4gsVyuM,3,8.0,20.0,12.0
ChIJN1Yu1yUJo0cRu0bucLKpY0Q,3,8.0,20.0,12.0
ChIJn-IFHaA2o0cRycADDzoM4JU,3,8.5,20.0,11.5
ChIJAVwbm7nno0cRE1gdvv0XS2M,3,8.5,20.0,11.5
ChIJGSIxIRrao0cRrpkijjfwiM0,3,8.5,19.0,10.5
ChIJCSp6C8rPo0cRX3Dl596-0ag,3,8.0,20.0,12.0
ChIJmTFcRhbao0cRKPoKi0wuto4,3,8.0,20.0,12.0
ChIJ3zWkfP27o0cRmfEuwfWuG_0,3,8.0,20.0,12.0
ChIJibh7he7To0cRKYz1tX_Oi64,3,8.5,20.0,11.5
ChIJi8JgIFAsokcRnXPXdtmbT7s,3,8.5,20.0,11.5
ChIJkeHIA_4moUcREz4q6heepT0,3,9.0,20.0,11.0
ChIJrYZag4wmoUcRz5p7ZWYy0qw,3,8.0,20.0,12.0
ChIJx-klovXaoEcR26OgepBhCok,3,8.5,20.0,11.5
ChIJl6ldHlUXoUcRjYyVuLYqloM,3,9.0,19.0,10.0
ChIJ_VSMvFbmoEcR3Mp_G_gxqi8,3,8.5,20.0,11.5
ChIJOUMNJOwcoUcRYcQhrOoiNAU,3,8.5,19.0,10.5
ChIJBRpazQD9oEcRQCEnCSGC2Pk,3,8.0,20.0,12.0
ChIJKbsIIWzCoEcRNV8DPeqzq8I,3,8.5,20.0,11.5
ChIJs_e2z68QoUcRnpfP6pXMcRQ,3,8.5,20.0,11.5
ChIJjf6l_ZC2oEcRLnJ1OZp9x_M,3,9.0,19.0,10.0
ChIJf5KJgpl8lUcR6X21991StCI,3,9.0,20.0,11.0
ChIJeaOhnO7cv0cR4JbsKfB4uzo,3,8.5,19.0,10.5
ChIJIySFFG5glUcR1rOzt2BmTXo,3,9.0,20.0,11.0
ChIJv8pghGKQlUcRR2Cp5CbyoL8,3,8.5,20.0,11.5
ChIJW6BSPZzkvUcRut5uguSH23k,3,8.0,20.0,12.0
ChIJ7SQkpr0CvkcRXH6yxPCCyL0,3,8.0,20.0,12.0
ChIJXU_s5CzwvUcR3l-BG-nqors,3,9.0,20.0,11.0
ChIJrfJi-Qr0vUcRmIzNYyje5CM,3,9.0,20.0,11.0
ChIJ_ev8orXwvUcR2MN_aHHN9E4,3,8.0,20.0,12.0
ChIJ_Z6FfaL2lUcRFknjxblvtZ4,3,8.0,20.0,12.0
ChIJl0x-1PghlkcRCio-JOUY_IA,3,8.0,20.0,12.0
ChIJnbHt894ilkcRiY4x8Ewqkdo,3,9.0,20.0,11.0
ChIJL5HsTXtwvUcRvtFtnopuUyA,3,9.0,20.0,11.0
ChIJg1RtkAVzvUcRoLOVdCegq_E,3,8.0,20.0,12.0
ChIJxVC9GB2XvUcRZ-zw4jVcnUE,3,6.5,22.0,15.5
